year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2024,rs,Serbia,Teya Dora,Ramonda,17.0,,16.0,,17.0,54.0,,,32.0,22.0,,,Luka Jovanović;Teodora Pavlovska,Andrijano Kadović Ajzi;Teodora Pavlovska,"Ramonda\n\nNemam nemam nemam ja\nNemam mira nemam sna\nNe da noć da dođe dan\nTeško onom ko je sam\n\nK'o pod vodom tiho je sve\nVrištim al' se ne čuje\nIza gora beli sjaj\nJa ne nazirem kraj\nOvo put je za ranjene\n\nA nema ko da vodi me\nDo svetle zvezde Danice\n\nGori svet, svaki cvet\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nI nema ko da vodi me\nJer zvezde sve su zaspale\nNe pomažu ni molitve\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nDiže ѕe iz pepela\nJedna lila ramondа",https://youtube.com/watch?v=4hUg64uIY_4
2024,gb,United Kingdom,Olly Alexander,Dizzy,18.0,,13.0,,18.0,46.0,,,0.0,46.0,,,Daniel Jack Eisner Harle;Oliver Alexander Thornton,,"Dizzy\n\nThere's a place where we break the line\nMake it a circle redefined\nBeautiful gardens, eternal flowers\nYou know the way, so take me there\n\nWon't you make me dizzy from your kisses?\nWill you take my hand and spin me\n'Round and 'round until the moment never ends?\nMake me dizzy from your kisses\nWill you take my hand and spin me?\nTake me back to the beginning again\n\nPulling me close, I feel a stillness in the air\nTime has frozen, all memories lost\n\nSo won't you make me dizzy from your kisses?\nWill you take my hand and spin me\n'Round and 'round until the moment never ends?\nMake me dizzy from your kisses\nWill you take my hand and spin me?\nTake me back to the beginning again\n\nSo don't you make me dizzy from, oh…\n\nThere isn't an end, there isn't a start\nI don't wanna stop, I can't go too far\nThere isn't an end, there isn't a start\nI don't wanna stop, I can't go too far\nThere isn't an end, there isn't a start\nI don't wanna stop, I can't go too far\nThere isn't an end, there isn't\n\nSo won't you make me dizzy from your kisses?\nWill you take my hand and spin me\n'Round and 'round until the moment never ends?\nMake me dizzy from your kisses\nWill you take my hand and ѕpin me?\nTake me back to the beginning agаin",https://youtube.com/watch?v=q0_FdJqyQW0
2024,fi,Finland,Windows95man,No Rules!,19.0,,17.0,,19.0,38.0,,,31.0,7.0,,,Henri Piispanen;Jussi Roine;Teemu Keisteri,,"No Rules!\n\nWelcome\nMy name is Windows, Windows95man\nAnd I only live by one rule\nAnd the rule is no rules\n(No rules)\n\nSilence, I say\nThis is my time, my stage\nCall me what you may, see if I care, see me slay\nIs there something wrong with the way I look?\nIs there something wrong with who I am?\nIf I'm not alright, tell me why do I feel so beautiful tonight\n\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Let's go)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\nNo rules\n\nQuiet as I speak\nI am the king, I am the queen\nAnd you all gonna be free\nForget the rules and scream\nIs there something wrong with the way I look?\nIs there something wrong with who I am?\nIf I'm not alright, tell me why do I feel so beautiful tonight\n\n(Move your body)\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Come to me)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\n\n(No rules)\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Make some noise, let's go)\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\n\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Come on)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care whаt's wrong or right\nIt's how I live my life\n\nNo ruleѕ",https://youtube.com/watch?v=7nidDtyS0Wo
2024,ee,Estonia,5miinust & Puuluup,(nendest) narkootikumidest ei tea me (küll) midagi,20.0,,9.0,,20.0,37.0,,,33.0,4.0,,,Estoni Kohver;Kim Wennerström;Lancelot;Marko Veisson;Päevakoer;Põhja Korea;Ramo Teder,,"(nendest) narkootikumidest ei tea me (küll) midagi\n\nMe pole narkomaanid pole midagi teind\nKleidid meie seljas on prügikastileid\nPolitseikroonika ja suvilas on reid\nAinus kott, mis näha, täis pandipudeleid\n\nMe pole narkomaanid pole midagi teind\nKleidid meie seljas on prügikastileid\nPolitseikroonika ja suvilas on reid\nVormis mehed külas mul on väga okei\n\n(Uuuu yeeee)\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nMa ei tea narkootikume, limpsi tean ja siidrit\nVahet ma ei suudaks teha vitamiinil spiidil\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nPilvikud ja šampinjonid – kus on teie niidid? (See ei ole meie teema)\nKäivitate minu keha nagu köögipliidi (Me ei plaani aineid teha)\n\nPardikesed väikesed, kuid moonid on nii pikad\nMõnuaineid väldime, las seda teevad rikkad\nKohal varahommikul ja kirevad kui kikkad\nÄra viisid kommid mul need kurva näoga plikad\n(Viiriana Vikkaa)\n\nMõnuaineid väldime vaid sest me pole rikkad\nTarekese tagatoas on laual ainult IPA-d\nPrillid on pupilli.. eino pulli pärast ikka\nLäbi näevad kõigest need, kes jõudnud esiritta\n\nOle vait ja ma pole teind\nKuigi ümber minu aint on see tants vaid siin käind jeaa\nOle vait ja ma pole näind\nKuigi ümber minu aint on see tants vaid siin käind jeaa\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nMa ei tea narkootikume, limpsi tean ja siidrit\nVahet ma ei suudaks teha vitamiinil spiidil\n\nKuula nüüd seda\nSaab huugama ära\nMeid kuulda on täna\nA see kott vii ära\n\nPilvikud ja šampinjonid – kuѕ on teie niidid? (See ei ole meie teema)\nKäivitate minu keha nagu köögipliidi (Me ei plaani aineid tehа)",https://youtube.com/watch?v=RSMMU2wX0Bk
2024,ge,Georgia,Nutsa Buzaladze,Firefighter,21.0,,24.0,,21.0,34.0,,,19.0,15.0,,,Ada Satka;Darko Dimitrov,,"Firefighter\n\nI see it in the air\nI see it in the air\nI'm running through these ashes\nLike a firefighter\n\nPut out the fire, put out the fire\nDid we build empires, just to watch them burn?\nMy heart's beating louder\nI'm running like tigers\nNo fear in my eyes though\nI will save this love\n\nThe ceiling is falling\nThe windows are burning\nIt's getting harder to breathe\nCan you hear me calling?\nI see ashes falling\nI'm down on my knees\nBut I will save this love\n\nI see it in the air\nI see it in the air\nI'm rising from these ashes like a phoenix, yeah\nYou know I'll be there\nYou know that I'll be there\nI'm running through these ashes\nLike a firefighter\n\nPut out the fire (put out the fire)\nPut out the fire\nPut out the fire\nPut out the fire\nPut out the fire\n\nCome dance with the thunder\n'Cause love makes us stronger\nWe're not here forever\nSo can we save this love?\nFrom lovers to fighters, oh why do we do this?\nWe're meant to rise higher, and higher, and higher\n(The ceiling is falling)\n(The windows are burning)\n(It's getting harder to breathe)\nCan you hear me calling?\nI see ashes falling, falling, falling\n\nI see it in the air\nI see it in the air\nI'm rising from these ashes like a phoenix, yeah\nYou know that I'll be there\nYou know I'll be there\nI'll be there, I'll be there\n\n(I see it in the air)\n(I see it in the air)\n(I'm rising from these ashes like a phoenix, yeah)\n(You know I'll be there)\n(You know that I'll be there)\n(We're running through these ashes like a firefighter)\n\nI see it in the air\nI see it in the air\nWe're rising from these ashes like a phoenix, yeah\nYou know I'll be there (You know that I'll be there)\nYeah…\n(We're rising from these asheѕ)\nLike а firefighter",https://youtube.com/watch?v=He4PGhm7jOw
2024,es,Spain,Nebulossa,Zorra,22.0,,8.0,,22.0,30.0,,,11.0,19.0,,,María Bas;Mark Dasousa,,"Zorra\n\n(Zorra, zorra…)\n\nYa sé que soy solo una zorra\nQue mi pasado te devora\nYa sé que soy la oveja negra\nLa incomprendida la de piedra\n\nYa sé que no soy quien tú quieres\n(Lo sé)\nEntiendo que te desespere\n(Lo sé)\nPero esta es mi naturaleza\nCambiar por ti me da pereza\n\nEstoy en un buen momento\nSolo era cuestión de tiempo\nVoy a salir a la calle a gritar lo que siento\nA los cuatro vientos\n\nSi salgo sola soy la zorra\nSi me divierto la más zorra\nSi alargo y se me hace de día\nSoy más zorra todavía\n\nCuando consigo lo que quiero\n(Zorra, zorra)\nJamás es porque lo merezco\n(Zorra, zorra)\nY aunque me esté comiendo el mundo\nNo se valora ni un segundo\n\nEstoy en un buen momento\nSolo era cuestión de tiempo\nVoy a salir a la calle a gritar lo que siento\nA los cuatro vientos\n\nEstoy en un buen momento\n(Zorra, zorra)\nReconstruida por dentro\n(Zorra, zorra)\nY esa zorra que tanto temías se fue empoderando\nY ahora es una zorra de postal\n\n(Zorra, zorra, zorra)\nA la que ya no le va mal\n(Zorra, zorra, zorra)\nA la que todo le da igual\nLapídame si ya total\nSoy una zorra de postal\n\nYo soy una mujer real\n(Zorra, zorra, zorra)\nY si me pongo visceral\n(Zorra, zorra, zorra)\nDe zorra pasaré a chacal\nTe habrás metido en un zarzal\nSoy una zorra de postal\n(Zorra, zorra)\n\nEstoy en un buen momento\nSolo era cuestión de tiempo\nVoy a salir a la calle a gritar lo que siento\nA los cuatro vientos\n\nEstoy en un buen momento\n(Zorra, zorra, zorra)\nReconstruida por dentro\n(Zorra, zorra, zorra)\nY esa zorra que tanto temías se fue empoderando\nY ahora es una zorra de poѕtаl",https://youtube.com/watch?v=FOMoQoHG5aU
2024,si,Slovenia,Raiven,Veronika,23.0,,22.0,,23.0,27.0,,,12.0,15.0,,,Bojan Cvjetićanin;Danilo Kapel;Martin Bezjak;Peter Khoo;Sara Briški Cirman,Bojan Cvjetićanin;Klavdija Kopina;Sara Briški Cirman,"Veronika\n\nSkrila sem se v reko in odšla v tiho noč\nZ glasnimi koraki nemi klici na pomoč\nZdaj, ko sem le voda, v valovih iščem mir\nUtopim se v sebi, se svetlobi prepustim\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nKoga se bojiš, ko svoje želje zatajiš?\nGledaš me v oči, podoba tebe v njih žari\nOgledalo sem brez robov\nLe odsev tvojih sem strahov\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo reѕnico le onа ve",https://youtube.com/watch?v=l86DxpRnz5M
2024,at,Austria,Kaleen,We Will Rave​,24.0,,26.0,,24.0,24.0,,,5.0,19.0,,,Anderz Wrethov;Jimmy Joker;Kill J;Thomas Stengaard,,"We Will Rave\n\nIce running through my veins\nYou just did it again\nGo, 'cause I can't be your friend\nI'm cold, but this is not the end\n\nSo I go, go, go\nWhere the broken hearted go\nNo one knows a thing about my haunted soul\nI go oh oh\nWanna dance it off alone\nI won't let it show\nThey will never know\n\nWhen the darkness hits, and we can't be saved\nWe rum de dum dum da\nWe will rave\nWhen our hearts are burning, we feel no pain\nWe rum de dum dum da\nWe will rave\n\nWe rum de dum dum da\nWe rum de dum dum da (we will rave)\nWe rum de dum dum da (we will rave)\n(We will rave)\n(Rave, rave ra-a-a-a-a)\n\nWe will rave\n\nI see only silhouettes\nI just wanna forget\nAbout everything we said\nAnd the demons in my head\n\nSo I go, go, go\nWhere the broken hearted go\nNo one knows a thing about my haunted soul\nI go oh oh\nWanna dance it off alone\nI won't let it show\nThey will never know\n\nWhen the darkness hits, and we can't be saved\nWe rum de dum dum da\nWe will rave\nWhen our hearts are burning, we feel no pain\nWe rum de dum dum da\nWe will rave\nWe rum de dum dum da (we will rave)\n\nWe will rave\nWe will rave\n\n(Rave, rave, rave)\nWe will rave\n(Rave, rave, rave)\nWe will rave\n\nWhen the darkness hits, and we can't be saved (can't be saved)\nWe rum de dum dum da\nWe will rave\nWhen our heartѕ are burning, we feel no pain\nWe rum de dum dum da\nWe will rave (we will)\n\nWe rum de dum dum da\nWe will rave (we will)\nWe rum de dum dum da\nWe will rave (oh-ooh)\nWe rum de dum dum da\nWe will rаve",https://youtube.com/watch?v=VZ6SlZnk_EI
2024,no,Norway,Gåte,Ulveham,25.0,,14.0,,25.0,16.0,,,4.0,12.0,,,Gunnhild Sundli;Jon Even Schärer;Magnus Børmark;Marit Jensen Lillebuen;Ronny Graff Janssen;Sveinung Eklo Sundli,,"Ulveham\n\nEg var meg så ven og fager ei møy\nMed stimoder vond, mi moder ho døy\nHo skapte meg om til eit svær og ei nål\nOg sende meg av ti kongens gård\nOg vreida mi stimoder kjende mest\nNår alle dei gillaste lika meg best\n\n…\n\nHo gav meg ein ham som ulve grå\nHo svor meg til einsam i skogjen gå\nOg аldri blir eg heil og god\nFør eg fær drukkje min broderѕ blod\n\n…",https://youtube.com/watch?v=YBbL8ORqNVU
2024,au,Australia,Electric Fields,One Milkali (One Blood),26.0,,,,,,,,,,,,Michael Ross;Zaachariaha Fielding,,"One Milkali (One Blood)\n\nI stand in the eye of the spiral\nOne of them billion-iIlions, billion-iIlions\nMy soul slips away from its title\nOne of them billion-iIlions\nAnd I descend to the centre of the earth\n\nI may be dreaming\nBut the atoms are awake\nSpill the tea on reality\nAnd the 0.618\n\nWhat ya gonna do in the real world Mickey?\nWhat ya gonna do when you see?\nMilkali (milkali kutju)\nMilkali\nEscape with us to the planets\nTo the Fleetwood Macs and the Janets\nMilkali la\nWhile entertaining the Gods\n\nOne milkali la, milkali la\nIt's raining love\nOne milkali la, milkali la\n\nWe're on a gravitron\nAs it tangles\nWith them billion-iIlions\nOf our souls and Angels\nWe kiss and matter dismantles\n\nTo see we don't own the universe\nFeel the borders blur\nWe belong to her\nI may be dreaming\nBut the atoms are awake\nSpill the tea on reality\nAnd the 0.618\n\nWhat ya gonna do in the real world Mickey?\nWhat ya gonna do when you see?\nMilkali (milkali kutju)\nMilkali\nEscape with us to the planets\nTo the Fleetwood Macs and the Janets\nMilkali la\n\nWhile entertaining the Gods\n(One milkali la, milkali la)\nIt's raining love\n(One milkali la, milkali la)\n\nWhile entertaining the Gods\nOne milkali la, milkali la\nIt's raining love\nOne milkali la, milkali la\n\nMilkali (milkali kutju)\nMilkali (milkali kutju)\nMilkali la\nOne milkali la\n\nIt'ѕ raining love\n(Milkali la, one milkali la, milkali la)\nOne milkali lа",https://youtube.com/watch?v=Wzpp6996QdI
2024,cz,Czechia,Aiko,Pedestal,27.0,,,,,,,,,,,,Alena Shirmanova-Kostebelova;Steven Ansell,,"Pedestal\n\nYour sorry means nothing when everything else\nStays the same, stays the same\nYou stay silent, I get violent\nAnd everything else stays the same\nPathetic and I'm over it\nYou're so full of it, full of it\nI'll give all the love to me\nAnd then I'll truly be free, I'll truly be free\n\nAnd I, I, I, I need to learn to\nI, I, I, I need to learn to\nPut myself on a pedestal\n\nI will be loving me more, loving me\n(Put myself on a pedestal)\nI will be loving me more\nI finally learned not to force things\nAnd I love me more, love me more, love me more\nLove me more than you once did\n(Put myself on a pedestal)\nI will be loving me more (loving me more)\n\nLove of your life, just please don't ask\nFor any action or any proof\nOh the irony - where did my pride go?\nI feel no shame, but you should and now I know\n\nI, I, I, I need to learn to\nI, I, I, I need to learn to\nPut myself on a pedestal\n\nI will be loving me more, loving me\n(Put myself on a pedestal)\nI will be loving me more\nI finally learned not to force things\nAnd I love me more, love me more, love me more\nLove me more than you once did\n(Put myself on a pedestal)\nI will be loving me more (loving me more)\n\nI told you like a million times, why do you keep doing the ѕame thing?\n- I'm not doing it, I'm not doing it, I told you…\nYou are! Stop, where аre you going?\n- I'm not doing it, I'm off\n\nI will be loving me more\nLoving me, loving me, loving me, loving me\nLoving me, loving me\nI will be loving me more\nLoving me more\nLoving me, loving me, loving me, loving me",https://youtube.com/watch?v=RiItbHRF1BY
2024,pl,Poland,Luna,The Tower,28.0,,,,,,,,,,,,Aleksandra Katarzyna Wielgomas;Maxwell Cooke;Paul Dixon,,"The Tower\n\nLooking for a miracle\nWaiting for a sun to catch me\nGotta find a way back home\nAlone alone alone\n\nHoping for a star to fall\nSomething I can make a wish on\nCould it be that I'm the fool\nBut aren't we all\nWe all, we all\n\nBroken bodies\nScattered through my history\nLonely hours\nLeading to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nShining in a tiger's eyes\nOnly I can find my future\nReading in between the lines\nI draw my own\nMy own, my own\n\nRunning down the waterfall\nAlways tried to chase the rainbow\nNever found a pot of gold\nBelow below below\n\nBroken bodies\nScattered through my history\nLonely hours\nLeading to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\n\nBroken bodies\nScattered through my history\nLonely hours\nLeаding to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up ѕhout it louder\nI'm the one who built the tower",https://youtube.com/watch?v=ESKG8Uo1YaU
2024,dk,Denmark,Saba,Sand,29.0,,,,,,,,,,,,Jonas Thander;Melanie Wehbe;Pil Kalinka Nygaard Jeppesen,,"Sand\n\n(Uh uhh…)\nYesterday is eating up my mind\nYou and me we couldn't get it right\nWe were throwing memories in the air\nBits and pieces lying everywhere\n\n(Uh uhh…)\nBits and pieces lying everywhere\n(Uh uhh…)\nBits and pieces like we didn't care\n\nShouldn't be so hard\nLike breathing under water\nBaby, we've been in the blue\nDidn't see it coming\nFalling into nothing\nAin't there something we can do\n\n(Uh uhh…)\nI can feel you slipping through my hands\n(Uh uhh…)\nGuess we built a castle out of sand\n\nYesterday I had you by my side\nNow we're just like strangers in the night\nPictures of us lying on the floor\nNo, I can't do this fighting anymore\n\nBut it shouldn't be so hard\nLike breathing under water\nBaby, we've been in the blue\nDidn't see it coming\nFalling into nothing\nAin't there something we can do\n\n(Uh uhh…)\nI can feel you slipping through my hands\n(Uh uhh…)\nGuess we built a castle out of sand\n\nSand, sand\nI can feel you slipping through my hands\nSand, sand\nGuess we built a castle out of sand\n\nShouldn't be so hard\nLike breathing under water\nShouldn't be so hard\nLike breathing under water\n\nSand, sand\nI can feel you slipping through my hands\nSand, sand\nGuess we built a castle out of ѕаnd",https://youtube.com/watch?v=4f_phiGot7w
2024,md,Moldova,Natalia Barbu,In the Middle,30.0,,,,,,,,,,,,Natalia Barbu,Khris Richards;Natalia Barbu,In the Middle\n\nListen your voice inside your heart\nRight in the middle\nOpen your mind just like a door\nRight in the middle\n\nRaise your wings don't be afraid of falling down\nAll around the world is changing overnight\n\nI want you to be happy all of your life\nMy beautiful angel a work of art\nYou live for sunshine spread it around\nI know your heart is filled with love\n\nTarara…\n\nI feel your love inside my heart\nRight in the middle\nOpen your eyes it's like a door\nRight in the middle\n\nRaise your wings don't be afraid of falling down\nAll around the world is changing overnight\n\nI want you to be happy all of your life\nMy beautiful angel a work of art\nYou live for sunshine spread it around\nI know your heart iѕ filled with love\n\nTararа…,https://youtube.com/watch?v=evIoGkZXj2s
2024,be,Belgium,Mustii,Before the Party's Over,31.0,,,,,,,,,,,,Benoit Leclerq;Mustii;Pierre Dumoulin,Arianna Damato;Charlotte Clark;Mustii;Nina Sampermans,"Before the Party's Over\n\nAll we chase is shining in the moonlight\nAre we sure the kids are alright\nOr just playing it cool?\nWatch it fade, it's gonna hurt from time to time\nOne more drink and I'll be fine\nYou're the living proof\n\nAre you still playing the game\nOr breaking the rules?\nI can see all the pain\nIn the way that you move\n\nFace-to-face, they told us it was paradise\nBut I'll barely make it through the night\nDo you think about it too?\n\nAre you still playing the game\nOr breaking the rules?\nI can see all the pain\nIn the way that you move\nIn the way that you move\n\nI got a soul on fire\nI'm gonna make moves tonight\nI got a soul on fire\nI'm gonna raise roofs tonight\nI got a soul on fire\nI'm gonna make moves tonight\nI got a soul on fire\n\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna raise roofs tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna make moves tonight)\nBefore the party's over\n(I got a soul on fire, I'm gonna rаise roofѕ tonight)",https://youtube.com/watch?v=hNIemQwCaM4
2024,sm,San Marino,Megara,11:11,32.0,,,,,,,,,,,,Isra Dante Ramos Solomando;Roberto la Lueta Ruiz;Sara Jiménez Moral,Roberto la Lueta Ruiz;Sara Jiménez Moral,"11:11\n\nTengo roto el corazón\nPero es algo irónico\nNada romántico\nUna herida entre los dos\nSe que suena trágico\nPero no\n\n¿Puedes parar de perder el tiempo\nBuscando to', buscando mis venas?\nSé que no hay na' qué hacer\n¿Pero usted quién es?\nPor favor, sáquenlo pa' fuera\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\nM-E-L-A-P-E-L-A\nQue si tu no me quieres\nOtra gente me querrá\n\nQuieres ser lobo feroz\nY eres el patético mal menor\nPiensas que puedes abatirme\nPrendimos Benidorm\nDices que es ilógico\nIncluso mágico\nY solo es rock and roll\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\nDame una señal (toda la noche)\nSiempre quiero más\nNo daré ni un paso atrás\nSi estoy donde tú estás\n\nWe like to party\nBut we love rock\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten\n\nVas a poder saltar toda la noche\nVen y dame una razón\nPara querer cambiar esas voces\nSabes que unas mienten y otras no\n\n(M-E-L-A-P-E-L-A)\nQue si tu no me quiereѕ\nOtrа gente me querrá",https://youtube.com/watch?v=IqyJvkGmAjo
2024,al,Albania,Besa,Titan,33.0,,,,,,,,,,,,Alias Lj;Besa Kokëdhima;Gia Koka;Kledi Bahiti,Gia Koka,"Titan\n\nWe stand eye to eye\nYou try and set a fire\nJust to watch me burn\nIt's like you don't know\n\nThat I will survive\nLearned how to stay alive\nCome and throw your flames\nCause it's all in vain\n\nEven if I fall, I'm gon' get up\nI'll be standing tall, proud, with my head up\nGo ahead and give your best shot\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titan in disguise\n\nI bet you thought that I would crumble, but I won't\nYou thought I wouldn't make it out here on my own\nYou thought you'd see me broken, I'm going strong\nStill going strong\nGot an armor round my heart, it's unbreakable\nGot my feet on the ground, I'm unshakable\nAnd if you think I won't survive, then you're so wrong\nYou're so wrong\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titan in disguise\n\nI won't go down\nI'll never break\nLike a titan I'll be brave\nTonight\nI'll rise\n\nI won't give up\nFight 'til the end\nEvery tear's gonna ricochet\nI rise\nRise\nI'm a titаn in disguiѕe",https://youtube.com/watch?v=aQG22XJIdWw
2024,mt,Malta,Sarah Bonnici,Loop,34.0,,,,,,,,,,,,John Emil Johansson;Joy Deb;Kevin Lee;Leire Gotxi Angel;Linnea Deb;Matthew James Borg;Michael Joe Cini;Sarah Bonnici;Sebastian Pritchard-James,Joy Deb;Kevin Lee;Leire Gotxi Angel;Linnea Deb;Michael Joe Cini;Sarah Bonnici;Sebastian Pritchard-James,"Loop\n\nDon't you know that you got me\nThat you got me\nYeah, me, yeah\n\nGot me so hot, burning up like a fever\nI'm a honeypot, never tasted nothing sweeter\nThought you could turn me down, no, no, no\nLet's go another round, slow-oh-oh\n\nDon't you tell me I'm your addiction\nIt was obvious you'd end up like this\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me tease you, boy, you love it when I \nM-m-m-move, got you on loop\nIn your head all night\nYou got me on\nGot me on\nGot me on\nLoop\n\nCherry on top, you're the cinnamon\nMaking my heart skip a little bit\nLike ra-pa-pa-bam-ba, ra-pa-pa-bam-ba, yeah\nYou know how to spin me, boy\n\nDon't you know you're my, my addiction\nIt was obvious we'd end up like this\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me tease you, boy, you love it when I\nM-m-m-move, got you on loop\nIn your head all night\nYou got me on\nGot me on\nGot me on\nLoop\n\nIt was obvious, we're addicted, addicted\nYeah, it was obvious\nHere we go again\n\nOh my god, you got-got-got me on (loop)\n'Cause I'm in, but the bla-bla-blame is on (you)\nLet me teaѕe you, boy, you love it when I\nM-m-m-move, got you on loop\nIn your head аll night\nYou got me on\nGot me on\nGot me on\nLoop",https://youtube.com/watch?v=uG-JHeia13c
2024,az,Azerbaijan,Fahree feat. Ilkin Dovlatov,Özünlə Apar,35.0,,,,,,,,,,,,Edgar Ravin;Fahree;Hasan Haydar;Mila Miles,Fahree;Mado Salikh,Özünlə Apar\n\nI lived a life standing on my own\nChaos inside and mysteries unsolved\n\nOnly with you I feel\nHow the burdens of my life just disappear\nThrough all the lows and highs\nLove has guided me to gates of paradise\n\nHold my heart in your hands\nDo you have what it takes?\n\nHurricanes are roaming but you take away the pain\nHealing all the scars and breaking chains\n\nGəl özünlə apar\nSənsiz göy mənə dar\nGəl özünlə apar\nSənsiz göy mənə dar\n\nHold my heart in your hands\nDo you have what it takes?\n\nHurricanes are roaming but you take away the pain\nHealing all the scars and breaking chains\n\nGəl özünlə apar\nSənsiz göy mənə dar\nGəl özünlə apar\nSənѕiz göy mənə dаr,https://youtube.com/watch?v=QhN9r8TH2Hw
